city_name,AQI,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,coord.lon,coord.lat,Year,Month
San Pedro,52.36693548,408.3370161,0.076532258,3.976572581,54.78887097,0.659879032,11.57254032,15.4671371,6.232903226,121.8833,17.2,2024,3
Santa Rosa,50.59475806,393.6662097,0.152580645,4.009516129,60.0303629,0.930443548,7.91875,10.43193548,2.684879032,120.9378,15.4238,2024,3
Santiago,50.07862903,360.0318548,0.02641129,1.297620968,73.01403226,0.765080645,14.45737903,17.76229839,2.253104839,120.4449,17.2939,2024,3
Santo Tomas,50.17540323,362.7373387,0.05516129,2.619556452,58.43294355,0.483830645,10.55903226,14.30725806,2.718629032,121.7645,17.3997,2024,3
Silay City,50.29435484,254.054879,0.025201613,0.78875,58.09270161,1.112298387,2.617137097,5.213024194,0.372822581,122.9667,10.8,2024,3
Sipalay,50.19556452,301.2294758,0.050443548,2.510806452,59.52020161,1.305483871,5.01108871,6.98858871,2.298790323,122.4042,9.7519,2024,3
Surigao City,51.21975806,235.4070161,0.037459677,0.920201613,55.44947581,0.647822581,2.000282258,4.954274194,0.077258065,125.5,9.75,2024,3
Tabaco,49.97379032,262.7225403,0.04,1.38266129,50.02870968,5.54358871,3.302983871,6.100766129,0.846451613,123.7336,13.3586,2024,3
Tabuk,48.79032258,319.4124597,0.01875,1.306290323,56.24540323,0.31108871,9.383790323,12.64008065,1.615282258,121.4443,17.4189,2024,3
Tacloban City,50.46370968,242.1974597,0.015685484,0.77875,45.00237903,0.248306452,2.265483871,5.17733871,0.576572581,125,11.25,2024,3
Tacurong,50.50201613,412.8187097,0.131854839,5.108709677,31.96370968,0.733790323,8.087782258,10.27729839,5.851774194,124.6764,6.6925,2024,3
Tagaytay City,49.69556452,350.2340726,0.238629032,7.383225806,68.90314516,7.025120968,7.406008065,11.6596371,1.778387097,120.9337,14.1059,2024,3
Taguig,49.70564516,784.6397984,2.882258065,20.61568548,54.12600806,19.50241935,19.27620968,30.90754032,8.832177419,121.0792,14.5243,2024,3
Talisay,51.02217742,257.3116129,0.013467742,0.51358871,61.99108871,0.795362903,3.870322581,6.820241935,0.19891129,122.9226,14.1343,2024,3
Tanauan,49.39314516,350.8666129,0.24233871,7.077741935,66.96717742,6.707580645,6.279032258,11.09987903,2.045322581,121.1498,14.0863,2024,3
Tandag,49.53024194,233.6371774,0.008951613,0.729475806,37.83375,0.237177419,2.165080645,4.871370968,0.727177419,126.1986,9.0783,2024,3
Tangub,49.35483871,254.054879,0.025201613,0.78875,58.09270161,1.112298387,2.617137097,5.213024194,0.372822581,122.9306,10.6339,2024,3
Tanjay,50.13967611,245.941417,0.023846154,0.937894737,55.57720648,0.697854251,2.146477733,3.793117409,0.792874494,123.1583,9.5153,2024,3
Tarlac City,50.32862903,404.5010887,0.080604839,4.440524194,63.51681452,1.217983871,9.572298387,12.85778226,3.824274194,120.5986,15.4889,2024,3
Tayabas,52.00604839,278.6109274,0.079395161,2.141008065,61.7808871,1.782056452,3.96375,6.828024194,0.703951613,121.5911,14.0289,2024,3
Toledo City,51.02226721,290.1988259,0.06145749,2.999635628,52.77493927,2.023927126,4.17145749,8.279190283,3.328380567,123.6333,10.3833,2024,3
Tuguegarao,49.89878543,373.93583,0.046396761,2.725910931,60.95251012,0.517651822,11.77275304,16.49133603,3.622226721,121.7269,17.6131,2024,3
Urdaneta,52.60282258,466.6284677,0.131814516,6.759354839,67.60205645,2.363870968,12.78504032,16.03165323,5.432782258,120.5711,15.9761,2024,3
Valencia,51.23185484,270.3671371,0.033790323,1.61108871,49.67366935,0.572903226,2.661572581,5.324032258,1.045927419,124.5725,11.1089,2024,3
Valenzuela,50.39717742,593.4132258,0.63983871,14.16991935,64.57209677,9.706129032,15.41947581,26.79209677,7.317903226,120.9667,14.7,2024,3
Victorias,49.06653226,250.4275,0.021169355,0.591491935,58.24955645,1.193669355,2.648669355,5.427741935,0.265322581,123.0778,10.9,2024,3
Vigan,50.54637097,335.2670968,0.019153226,0.960564516,83.48939516,0.709637097,13.81516129,18.3125,1.06483871,120.3869,17.5747,2024,3
Zamboanga City,51.53427419,392.7244758,0.149072581,9.348185484,40.26947581,2.608669355,5.914435484,7.467096774,6.075120968,122.0696,6.9135,2024,3
Alaminos,53.22594142,333.2558159,0.141548117,3.2258159,86.4734728,4.174518828,21.86338912,26.58916318,2.44041841,119.9811,16.1561,2024,4
Angeles City,44.69067797,469.2527966,0.242118644,9.003983051,54.30813559,5.308644068,16.51809322,21.95432203,7.931991525,120.5833,15.15,2024,4
Antipolo,49.71367521,317.0831197,0.151752137,3.910854701,29.10726496,0.84482906,4.423376068,6.477008547,3.102564103,121.19,15.6181,2024,4
Bacolod,50.53389831,206.4598305,0.021525424,0.643644068,34.70080508,4.115889831,3.027669492,4.716864407,0.212076271,123.5085,12.2285,2024,4
Bacoor,52.84100418,676.0501255,1.478995816,19.17903766,78.33426778,21.65309623,27.15104603,43.72891213,8.032761506,120.929,14.459,2024,4
Bago City,48.53138075,264.2916318,0.091631799,2.921380753,43.17895397,1.775062762,3.359288703,5.457447699,1.8941841,122.8333,10.5333,2024,4
Baguio,47.28991597,397.8372269,0.048277311,3.608991597,66.67117647,2.253655462,18.93831933,22.05432773,3.364411765,120.5931,16.4164,2024,4
Bais,50.40254237,217.3008898,0.026652542,1.038686441,38.93970339,0.463262712,1.553771186,2.529830508,1.117584746,123.1228,9.5911,2024,4
Balanga,53.29831933,407.2617647,0.168739496,8.176932773,67.87932773,6.564285714,16.19294118,23.87201681,3.745084034,120.5361,14.6761,2024,4
Batac City,54.54621849,286.4605462,0.017731092,0.819327731,73.70798319,0.689117647,14.45210084,17.21445378,0.824201681,120.5649,18.0554,2024,4
Batangas City,53.95833333,260.4300833,0.263333333,8.460375,37.31425,7.770416667,5.914083333,8.525541667,1.838041667,121.05,13.75,2024,4
Bayawan,50.04583333,232.5519167,0.0275,1.610333333,38.59429167,0.54125,2.16125,3.011958333,1.778791667,122.8011,9.3636,2024,4
Baybay,49.38333333,207.9281667,0.015,0.362541667,39.10095833,6.580708333,1.926166667,4.080291667,0.065625,123.7135,13.4083,2024,4
Bayugan,50.30125523,212.8415481,0.037866109,1.637740586,20.40635983,0.458702929,1.623598326,2.693849372,0.5541841,125.7675,8.7561,2024,4
Bi?n,50.15,320.241,0.578916667,10.60129167,51.19954167,16.655,5.863291667,10.91883333,3.039916667,121.0807,14.3427,2024,4
Bislig,48.81589958,227.3307113,0.075146444,1.827238494,32.68351464,0.482552301,1.807196653,4.071631799,0.715732218,125.0336,11.0725,2024,4
Bogo,50.44303797,221.3411814,0.038101266,1.326371308,38.68679325,1.198945148,2.052911392,3.772109705,0.472742616,124.0055,11.0517,2024,4
Borongan,50.55648536,198.8549372,0.016694561,0.539539749,31.73200837,0.238451883,1.465941423,4.286485356,0.078200837,125.4319,11.6081,2024,4
Butuan,50.45606695,221.4378243,0.028451883,1.236945607,28.65276151,0.371213389,1.394560669,2.377949791,0.601129707,125.5436,8.9492,2024,4
Cabadbaran,51.44351464,228.35,0.029916318,1.38376569,28.95175732,0.448368201,1.64167364,2.764686192,0.659330544,125.5344,9.1236,2024,4
Cabanatuan City,51.94583333,355.4829583,0.194291667,4.885666667,35.20895833,1.179416667,5.803541667,8.454041667,3.393666667,120.9667,15.4833,2024,4
Cabuyao,48.7125,320.241,0.578916667,10.60129167,51.19954167,16.655,5.863291667,10.91883333,3.039916667,121.1262,14.2726,2024,4
Cadiz,52.75630252,219.7730672,0.033403361,0.977731092,42.02495798,1.101470588,2.26092437,3.869495798,0.414327731,123.2856,10.9506,2024,4
Cagayan de Oro,51.66945607,313.326569,0.075774059,4.50623431,36.93410042,1.390167364,4.981297071,6.915355649,3.788117155,124.6472,8.4822,2024,4
Calaca,56.39748954,262.211046,0.280167364,6.20623431,48.51334728,6.338158996,6.254435146,9.74,1.924393305,120.8133,13.9324,2024,4
Calamba,49.51666667,320.241,0.578916667,10.60129167,51.19954167,16.655,5.863291667,10.91883333,3.039916667,121.1653,14.2117,2024,4
Calapan,52.0334728,226.3390377,0.15167364,3.445606695,41.05661088,4.135606695,4.748995816,6.978200837,0.128577406,121.1803,13.4117,2024,4
Calbayog City,49.9875,211.8086667,0.018583333,0.749833333,26.14845833,4.158208333,2.3305,4.338083333,0.464416667,124.6,12.0667,2024,4
Caloocan City,49.74261603,645.4190295,1.457468354,16.99514768,62.76544304,14.72721519,20.91316456,35.73181435,9.785274262,120.9667,14.65,2024,4
Candon,51.83966245,331.5052321,0.021097046,1.102489451,80.18590717,1.077172996,19.2050211,22.27582278,1.827257384,120.4517,17.1947,2024,4
Canlaon,52.28870293,310.0937657,0.087531381,4.863807531,34.40995816,1.264937238,5.047824268,6.372552301,4.797866109,123.1964,10.3864,2024,4
Carcar,51.175,242.2247917,0.102458333,3.550791667,37.40545833,3.170875,2.549208333,4.885166667,2.085666667,123.6402,10.1061,2024,4
Carmona,50.10833333,320.241,0.578916667,10.60129167,51.19954167,16.655,5.863291667,10.91883333,3.039916667,121.0576,14.3132,2024,4
Catbalogan,55.7,216.0227083,0.021291667,0.7755,31.49258333,0.455375,1.739875,3.9335,0.714791667,124.8861,11.7753,2024,4
Cauayan,50.12970711,380.4959833,0.296150628,4.876569038,31.49004184,0.794058577,7.917866109,10.78841004,9.948410042,121.7725,16.9347,2024,4
Cavite City,48.9539749,675.4076569,1.477112971,19.15895397,78.34736402,21.66008368,27.12284519,43.69523013,8.030083682,120.9169,14.4825,2024,4
Cebu City,49.94142259,270.1296234,0.165313808,4.463221757,32.63188285,3.434267782,3.14041841,5.210627615,2.691464435,123.8907,10.3167,2024,4
City of Marikina,50.7375,551.011875,2.851708333,12.52908333,39.612625,12.97608333,12.49341667,25.585125,6.922541667,121.1,14.6333,2024,4
City of Masbate,49.82916667,206.4888333,0.021166667,0.649125,34.65591667,4.134,3.040333333,4.732083333,0.212583333,123.5833,12.3333,2024,4
City of Passi,46.73221757,335.2807113,0.111882845,4.604309623,29.21079498,1.123682008,5.803640167,7.770460251,3.548033473,122.65,11.15,2024,4
City of Sorsogon,53.07949791,210.0971967,0.019121339,0.654142259,33.11075314,3.712008368,2.137405858,4.160711297,0.509037657,123.9833,12.9833,2024,4
Cotabato,46.74583333,334.808875,0.043625,3.183541667,27.665875,0.455,6.583583333,7.886708333,3.484833333,124.2464,7.2236,2024,4
Dagupan,48.275,305.1642917,0.0355,1.786833333,37.763,0.331333333,7.1845,8.488875,2.06,121.5047,17.7061,2024,4
Danao,49.25,217.7399583,0.059708333,2.918125,39.26795833,1.82325,1.913166667,3.323875,0.615791667,124.0272,10.5208,2024,4
Dapitan,50.7375,270.2001667,0.168458333,4.460708333,32.728375,3.442791667,3.146125,5.218,2.69175,123.9469,10.2706,2024,4
Dasmari?s,49.97083333,352.4511667,0.401458333,10.825625,57.78629167,14.355,8.654166667,13.63945833,2.85425,120.9367,14.3294,2024,4
Davao,49.64583333,377.4079167,0.297625,9.938458333,26.44720833,2.657166667,4.143458333,5.850875,2.260583333,125.6128,7.0731,2024,4
Digos,50.23430962,234.6138494,0.043640167,1.774937238,31.58485356,0.613807531,1.802635983,2.505439331,1.004267782,125.3572,6.7497,2024,4
Dipolog,47.74476987,209.6991213,0.020627615,0.701004184,36.29054393,0.424853556,1.046276151,1.92125523,0.207029289,123.3414,8.5894,2024,4
Dumaguete,52.4625,231.1331667,0.044041667,2.322625,36.389875,0.978833333,2.063583333,3.287875,1.556875,123.3081,9.3103,2024,4
El Salvador,50.53974895,246.6112134,0.039874477,1.92832636,39.04158996,1.078619247,3.154728033,4.167698745,1.919372385,124.5225,8.5631,2024,4
Escalante,51.0083682,218.8324268,0.036945607,1.12041841,41.70079498,1.289037657,2.371589958,4.447782427,0.394560669,123.4992,10.8403,2024,4
Gapan,49.36820084,369.0017155,0.286276151,5.019748954,31.49677824,1.171129707,5.909330544,9.611882845,3.797866109,120.9464,15.3072,2024,4
General Santos,45.94583333,304.5940833,0.051125,3.539916667,26.58483333,0.603041667,3.994875,5.139958333,2.507166667,125.1717,6.1128,2024,4
General Trias,48.94583333,352.4511667,0.401458333,10.825625,57.78629167,14.355,8.654166667,13.63945833,2.85425,120.8817,14.3869,2024,4
Gingoog City,51.04166667,207.7753333,0.014666667,0.429875,34.373875,0.136833333,0.763416667,1.408708333,0.343875,125.1167,8.8333,2024,4
Himamaylan,47.9125,302.6335833,0.09275,3.541291667,49.20158333,1.681875,5.032083333,7.091083333,4.503958333,122.8706,10.0989,2024,4
Ilagan,47.375,442.3435833,0.491958333,5.785083333,33.65516667,0.728375,10.156125,12.63758333,7.239541667,121.8892,17.1485,2024,4
Iligan City,49.37916667,256.0628333,0.05225,3.659541667,41.901,2.945583333,3.764958333,5.248416667,1.026958333,124.4,8.25,2024,4
Iloilo City,50.525,256.4454167,0.059458333,1.914208333,40.35566667,1.022791667,2.725916667,3.91,1.690666667,122.55,10.75,2024,4
Imus,46.49583333,675.8757083,1.473625,19.21620833,78.03320833,21.674125,27.0865,43.65004167,8.03675,120.9367,14.4297,2024,4
Iriga City,47.66527197,230.3539331,0.05707113,1.303682008,33.82405858,8.286443515,3.182259414,5.308117155,1.340083682,123.4167,13.4167,2024,4
Isabela,49.05,327.0483333,0.138833333,4.960875,45.08004167,2.059958333,5.622666667,7.91575,5.254083333,122.9888,10.2048,2024,4
Kabankalan,51.02941176,313.135042,0.056512605,4.529789916,41.25121849,1.517857143,5.386638655,7.092773109,5.618739496,122.8122,9.9889,2024,4
Kidapawan,49.80833333,393.0822083,0.225583333,7.711583333,28.57525,1.628458333,7.419875,9.76275,11.09379167,125.0894,7.0083,2024,4
Koronadal,51.29583333,394.37575,0.149208333,6.520458333,28.09516667,1.157333333,6.923166667,9.092291667,9.231083333,124.8469,6.5031,2024,4
La Carlota,50.20833333,264.2474167,0.091416667,2.917333333,43.23745833,1.772375,3.364208333,5.460208333,1.89,122.9208,10.4233,2024,4
Lamitan,50.93305439,211.702887,0.060502092,1.611799163,26.20920502,0.469958159,1.564560669,2.666485356,0.818702929,125.7022,6.0872,2024,4
Laoag,48.6,286.1595417,0.017708333,0.815916667,73.57508333,0.685375,14.38904167,17.138625,0.823,120.5936,18.1989,2024,4
Lapu-Lapu City,51.50833333,270.2001667,0.168458333,4.460708333,32.728375,3.442791667,3.146125,5.218,2.69175,123.9494,10.3103,2024,4
Las Pi?s,52.06694561,676.385272,1.479414226,19.2883682,77.4858159,21.69598326,26.99104603,43.48087866,8.044142259,120.9828,14.4506,2024,4
Legazpi City,49.82916667,221.181875,0.053791667,1.156666667,35.048625,6.412208333,2.373083333,4.492375,0.750375,123.7333,13.1333,2024,4
Ligao,52.08823529,227.1497899,0.030840336,1.228823529,34.53445378,8.28710084,2.904663866,4.813277311,0.832941176,123.5325,13.2403,2024,4
Lipa City,51.2375,264.6227917,0.169916667,5.286833333,48.23508333,4.715583333,5.675083333,9.86275,2.329083333,121.1667,13.95,2024,4
Lucena,49.725,272.0430833,0.046333333,2.264666667,34.63170833,0.87425,3.706166667,4.951875,1.936583333,122.5967,10.8794,2024,4
Maasin,48.9623431,272.1199163,0.0458159,2.270167364,34.58506276,0.87539749,3.710669456,4.958284519,1.938242678,122.4347,10.8925,2024,4
Mabalacat City,49.53361345,386.3720588,0.116176471,5.797731092,49.7394958,2.480336134,10.35668067,14.19319328,4.922058824,120.5736,15.2216,2024,4
Makati City,52.22916667,655.806875,3.728458333,18.08725,42.08858333,20.46166667,14.91329167,26.50058333,8.306666667,121.0327,14.5503,2024,4
Malabon,51.71129707,344.8831799,0.043221757,2.877322176,83.08150628,3.909790795,24.32497908,30.17736402,1.40665272,119.9379,15.6361,2024,4
Malaybalay,46.69166667,236.564,0.071583333,2.826708333,20.176375,0.379916667,2.48025,3.424125,2.222958333,125.0833,8.15,2024,4
Malolos,52.80416667,461.7239167,0.710083333,9.350833333,45.99666667,5.461625,11.22066667,20.37291667,7.39475,120.8117,14.8419,2024,4
Mandaluyong City,49.09166667,655.806875,3.728458333,18.08725,42.08858333,20.46166667,14.91329167,26.50058333,8.306666667,121.0409,14.5832,2024,4
Mandaue City,47.04583333,270.2001667,0.168458333,4.460708333,32.728375,3.442791667,3.146125,5.218,2.69175,123.9333,10.3333,2024,4
Manila,50.9,646.7529583,1.492791667,17.04191667,62.25254167,14.72991667,20.89329167,35.78883333,9.854,120.9822,14.6042,2024,4
Marawi,50.09205021,473.0410879,0.166527197,10.06150628,33.30560669,2.49334728,14.49606695,17.10849372,16.95393305,124.2928,7.9986,2024,4
Mati,49.15833333,207.5315417,0.064125,1.295958333,37.05575,0.856875,1.33475,2.887791667,0.11375,125.4708,9.7339,2024,4
Meycauayan,51.0292887,647.1127615,1.498242678,17.09422594,61.69899582,14.72372385,20.8107113,35.71543933,9.866861925,120.9608,14.7369,2024,4
Mu?z,49.01666667,374.72375,0.251666667,5.446333333,36.05525,1.183333333,7.34025,10.27883333,4.290958333,120.9031,15.7161,2024,4
Naga,51.17991632,227.0238912,0.035564854,1.111924686,32.50401674,8.783096234,4.675690377,6.945606695,0.650125523,123.1814,13.6192,2024,4
Navotas,52.4625,646.7529583,1.492791667,17.04191667,62.25254167,14.72991667,20.89329167,35.78883333,9.854,120.95,14.6667,2024,4
Olongapo,50.37656904,364.8747699,0.071506276,4.306569038,64.28598326,3.116025105,17.69213389,23.07037657,2.01916318,120.2828,14.8292,2024,4
Ormoc,52.10833333,247.7392083,0.060291667,2.4935,26.78129167,0.5025,2.458166667,4.534458333,1.432875,124.6075,11.0064,2024,4
Oroquieta,50.45416667,212.726375,0.01625,0.568,37.007375,0.360375,1.277583333,2.18625,0.529333333,123.8044,8.4858,2024,4
Ozamiz City,47.35,240.3120833,0.04225,2.339291667,31.359,0.576958333,2.02975,2.952458333,2.386083333,123.8333,8.15,2024,4
Pagadian,50.74166667,300.4219167,0.037833333,3.572583333,27.99141667,0.80625,4.269,5.411708333,5.613083333,123.437,7.8257,2024,4
Palayan City,51.67083333,359.453375,0.345875,4.9865,31.920625,1.205125,5.323416667,7.655666667,4.29825,121.0833,15.55,2024,4
Panabo,49.84033613,276.1871008,0.13012605,4.956218487,26.0794958,1.266134454,2.61394958,3.940210084,1.466554622,125.6842,7.3081,2024,4
Paranaque City,51.29166667,655.806875,3.728458333,18.08725,42.08858333,20.46166667,14.91329167,26.50058333,8.306666667,121.0175,14.4816,2024,4
Pasig,48.97083333,655.806875,3.728458333,18.08725,42.08858333,20.46166667,14.91329167,26.50058333,8.306666667,121.065,14.587,2024,4
Puerto Princesa City,47.84583333,236.5364583,0.04,1.422833333,39.901875,0.722333333,4.596916667,6.029708333,0.47425,118.7333,9.7333,2024,4
Quezon City,50.0375,551.011875,2.851708333,12.52908333,39.612625,12.97608333,12.49341667,25.585125,6.922541667,121.0333,14.6333,2024,4
Roxas,49.56903766,367.9399582,0.121882845,4.163389121,33.55832636,0.663598326,7.718702929,10.13439331,6.030920502,121.6201,17.1189,2024,4
Sagay,48.71966527,218.7905439,0.036610879,1.118870293,41.56460251,1.293640167,2.358995816,4.430794979,0.393054393,123.4242,10.9447,2024,4
Samal,48.7125,406.6355417,0.172166667,8.149125,68.19883333,6.575666667,16.14458333,23.82254167,3.737958333,120.5431,14.7678,2024,4
San Carlos,51.62343096,355.5458159,0.191380753,4.892301255,35.14380753,1.177573222,5.805188285,8.45041841,3.391171548,120.8931,15.5448,2024,4
San Fernando,48.06276151,330.9375732,0.038117155,1.262426778,84.56029289,1.533179916,19.63857741,24.09573222,1.446066946,120.3166,16.6159,2024,4
San Jose,49.47916667,303.7944167,0.06075,2.083041667,33.74508333,0.322041667,5.05975,7.020625,2.5295,121.8712,17.8927,2024,4
San Jose del Monte,51.19583333,290.7560833,0.184875,3.959958333,33.14533333,2.326291667,4.332541667,11.21191667,3.6895,121.0453,14.8139,2024,4
San Juan,47.75,325.4700417,0.017,1.441833333,70.03425,0.721416667,17.9155,20.77645833,2.0505,120.4583,17.7422,2024,4
San Pablo,47.48535565,494.0177406,0.477698745,10.41577406,62.44920502,7.406150628,14.97129707,24.83355649,7.025104603,120.6197,14.9696,2024,4
San Pedro,49.17083333,414.6185417,0.150333333,4.835916667,36.794,0.664458333,9.125041667,11.59616667,6.857916667,121.8833,17.2,2024,4
Santa Rosa,52.32916667,355.4829583,0.194291667,4.885666667,35.20895833,1.179416667,5.803541667,8.454041667,3.393666667,120.9378,15.4238,2024,4
Santiago,48.48333333,325.3170417,0.020375,1.126958333,75.24516667,0.911083333,18.90183333,21.94504167,1.934875,120.4449,17.2939,2024,4
Santo Tomas,51.84583333,350.2256667,0.073958333,3.466541667,38.23933333,0.566625,7.260416667,9.385166667,4.17275,121.7645,17.3997,2024,4
Silay City,50.15833333,225.3889167,0.042958333,1.237083333,42.32108333,1.080541667,2.139333333,3.71725,0.566875,122.9667,10.8,2024,4
Sipalay,51.6473029,303.6904979,0.058008299,3.879004149,47.98311203,1.378838174,6.371950207,7.712448133,3.787219917,122.4042,9.7519,2024,4
Surigao City,49.90871369,207.4737344,0.06439834,1.295394191,37.00141079,0.857136929,1.332780083,2.880622407,0.113858921,125.5,9.75,2024,4
Tabaco,46.38174274,219.5649378,0.055394191,1.453775934,30.54431535,5.67253112,2.247012448,4.52966805,0.844024896,123.7336,13.3586,2024,4
Tabuk,51.66108787,300.6872803,0.028786611,1.563723849,37.17878661,0.363179916,6.436485356,7.663221757,2.450669456,121.4443,17.4189,2024,4
Tacloban City,50.20746888,207.6955602,0.02253112,0.824979253,28.35551867,0.251161826,1.528506224,3.614315353,0.506016598,125,11.25,2024,4
Tacurong,49.40416667,373.9453333,0.15175,4.845,27.38508333,0.661291667,7.095416667,8.642791667,4.823458333,124.6764,6.6925,2024,4
Tagaytay City,47.46473029,316.7241494,0.301618257,8.019045643,51.25709544,6.463692946,6.718340249,11.60547718,2.258257261,120.9337,14.1059,2024,4
Taguig,48.76763485,654.6092116,3.715726141,18.03958506,42.54311203,20.45688797,14.89323651,26.45024896,8.287427386,121.0792,14.5243,2024,4
Talisay,49.93360996,209.2192531,0.024564315,0.63033195,32.87157676,1.923609959,2.904107884,5.506804979,0.210829876,122.9226,14.1343,2024,4
Tanauan,50.34854772,309.0920332,0.252904564,7.299875519,48.17278008,6.477759336,5.613236515,11.0453527,2.394771784,121.1498,14.0863,2024,4
Tandag,51.35833333,210.09775,0.010041667,0.855208333,24.06533333,0.23375,1.571375,3.039041667,0.882041667,126.1986,9.0783,2024,4
Tangub,53.39419087,225.2916183,0.043319502,1.235767635,42.30572614,1.079170124,2.135726141,3.711037344,0.566016598,122.9306,10.6339,2024,4
Tanjay,52.3153527,217.4739004,0.026846473,1.044896266,38.80701245,0.460746888,1.557261411,2.535477178,1.11626556,123.1583,9.5153,2024,4
Tarlac City,52.53941909,389.8375934,0.150165975,5.638298755,51.51008299,2.168049793,11.35012448,15.13630705,4.873858921,120.5986,15.4889,2024,4
Tayabas,50.1659751,232.5909544,0.134232365,2.757883817,41.70215768,3.127842324,3.646099585,6.882614108,0.803236515,121.5911,14.0289,2024,4
Toledo City,53.3153527,274.3629046,0.078589212,3.882033195,39.71257261,2.521950207,4.213526971,8.262448133,4.654232365,123.6333,10.3833,2024,4
Tuguegarao,51.14522822,343.9249378,0.062572614,2.852946058,40.30987552,0.48186722,7.517925311,9.662448133,4.051701245,121.7269,17.6131,2024,4
Urdaneta,50.36099585,447.1633195,0.159087137,7.568340249,64.82705394,3.326846473,17.19497925,21.15149378,5.82879668,120.5711,15.9761,2024,4
Valencia,49.98340249,250.0418672,0.053443983,2.364647303,32.93215768,0.877551867,2.520290456,4.498340249,1.384937759,124.5725,11.1089,2024,4
Valenzuela,49.87966805,645.8975519,1.487344398,16.98195021,62.813361,14.72863071,20.94257261,35.81327801,9.833070539,120.9667,14.7,2024,4
Victorias,50.95020747,219.6548548,0.037966805,0.920746888,41.6346473,0.988755187,2.070912863,3.666970954,0.401908714,123.0778,10.9,2024,4
Vigan,49.28571429,294.8192857,0.015588235,0.810462185,77.89134454,0.846680672,17.25869748,20.87705882,0.955,120.3869,17.5747,2024,4
Zamboanga City,51.62240664,382.3450622,0.205767635,9.488381743,32.35008299,2.560456432,6.14473029,6.814605809,5.436099585,122.0696,6.9135,2024,4
Alaminos,50.04819277,341.414257,0.082690763,4.474096386,55.83128514,3.22815261,12.68048193,14.59361446,2.878714859,119.9811,16.1561,2024,5
Angeles City,49.24796748,456.3510569,0.153130081,8.023211382,37.3954878,3.910406504,13.20861789,15.97304878,7.517642276,120.5833,15.15,2024,5
Antipolo,49.26907631,364.6451807,0.204176707,4.940401606,24.92506024,0.960963855,6.215742972,7.741405622,2.853654618,121.19,15.6181,2024,5
Bacolod,50.53815261,210.024257,0.015662651,0.872650602,30.83261044,2.967028112,2.804578313,3.509919679,0.400080321,123.5085,12.2285,2024,5
Bacoor,51.562249,699.7520884,1.162891566,20.23738956,63.45698795,18.3497992,27.16116466,41.90598394,6.714016064,120.929,14.459,2024,5
Bago City,50.42570281,288.296506,0.072449799,3.637028112,44.71694779,1.917108434,4.625140562,6.718353414,2.607148594,122.8333,10.5333,2024,5
Baguio,52.67068273,382.9161446,0.038072289,4.277550201,40.49947791,1.94184739,11.3613253,13.02831325,2.687028112,120.5931,16.4164,2024,5
Bais,51.97991968,245.0314458,0.030522088,1.956586345,32.67698795,0.555702811,3.402008032,4.391004016,3.633574297,123.1228,9.5911,2024,5
Balanga,49.47791165,404.0427309,0.135140562,7.323975904,47.82405622,3.9062249,12.07590361,16.38473896,3.020481928,120.5361,14.6761,2024,5
Batac City,50.83935743,290.60249,0.015261044,1.13502008,53.13325301,0.446626506,6.211004016,7.046586345,0.818915663,120.5649,18.0554,2024,5
Batangas City,52.3935743,279.2548594,0.362931727,9.561285141,31.91385542,7.161044177,5.371646586,6.852851406,2.455140562,121.05,13.75,2024,5
Bayawan,50.00401606,261.4193574,0.03064257,2.597028112,35.35032129,0.680682731,4.333253012,5.016947791,3.150040161,122.8011,9.3636,2024,5
Baybay,49.44176707,210.3190763,0.015140562,0.529638554,35.15269076,7.976586345,2.235823293,3.057670683,0.115060241,123.7135,13.4083,2024,5
Bayugan,51.29718876,211.1030924,0.04626506,1.837670683,19.46164659,0.552851406,1.857108434,2.666546185,0.679076305,125.7675,8.7561,2024,5
Bi?an,50.89959839,477.2609237,1.391445783,16.08971888,35.88160643,16.8053012,10.54859438,15.08236948,4.329558233,121.0807,14.3427,2024,5
Bislig,52.5502008,242.8061044,0.07253012,2.921967871,29.65618474,0.615381526,2.054297189,3.204136546,1.00875502,125.0336,11.0725,2024,5
Bogo,49.78714859,220.8286345,0.038674699,1.931967871,37.18481928,1.537228916,2.243534137,3.10060241,0.634056225,124.0055,11.0517,2024,5
Borongan,49.16064257,190.2384337,0.018273092,0.75188755,27.49903614,0.232048193,0.887068273,1.951807229,0.149638554,125.4319,11.6081,2024,5
Butuan,51.02409639,213.2747791,0.025381526,1.194578313,28.36008032,0.356064257,1.478514056,2.123654618,0.56064257,125.5436,8.9492,2024,5
Cabadbaran,50.62248996,224.24,0.028353414,1.420763052,29.95522088,0.461767068,1.766787149,2.537951807,0.688714859,125.5344,9.1236,2024,5
Cabanatuan City,51.63855422,468.031245,0.249799197,7.722891566,30.03297189,1.582248996,10.48092369,12.64959839,3.335582329,120.9667,15.4833,2024,5
Cabuyao,50.06024096,477.2609237,1.391445783,16.08971888,35.88160643,16.8053012,10.54859438,15.08236948,4.329558233,121.1262,14.2726,2024,5
Cadiz,50.3373494,225.8017671,0.03253012,1.184899598,40.64795181,0.831124498,2.316385542,3.161566265,0.64935743,123.2856,10.9506,2024,5
