city_name,AQI,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,coord.lon,coord.lat,Year,Month
Isabela,49.15833333,373.5905833,0.08475,3.920041667,31.42954167,1.182083333,6.504791667,7.628125,3.573291667,122.9888,10.2048,2024,6
Kabankalan,47.1,465.1592917,0.170791667,7.197125,21.35395833,1.332208333,11.44758333,12.68366667,7.992,122.8122,9.9889,2024,6
Kidapawan,51.19166667,657.9486667,0.317916667,13.133875,26.200375,2.380375,20.17883333,22.722375,18.63058333,125.0894,7.0083,2024,6
Koronadal,51.8375,587.65875,0.228875,8.768458333,18.86641667,1.420625,14.255125,16.34379167,11.723375,124.8469,6.5031,2024,6
La Carlota,48.76666667,360.07925,0.093333333,4.272791667,29.98941667,1.53875,5.526,7.128083333,2.780333333,122.9208,10.4233,2024,6
Lamitan,49.58333333,295.1440417,0.0805,4.401541667,13.07354167,0.8095,3.563958333,3.974083333,3.71175,125.7022,6.0872,2024,6
Laoag,50.58333333,346.325,0.021583333,1.507666667,56.95383333,0.523166667,8.881166667,9.324916667,0.660666667,120.5936,18.1989,2024,6
Lapu-Lapu City,53.36666667,535.1361667,0.251791667,11.42366667,26.531,7.441583333,17.434125,21.66441667,10.130125,123.9494,10.3103,2024,6
Las Pi?s,50.70416667,889.7070417,1.950958333,26.94345833,50.49404167,16.77383333,40.635625,53.9135,4.646083333,120.9828,14.4506,2024,6
Legazpi City,51.65416667,345.9630833,0.123041667,4.007166667,19.08675,9.264541667,12.483625,13.553,2.169291667,123.7333,13.1333,2024,6
Ligao,49.14166667,322.5072917,0.048083333,2.785958333,23.46966667,11.788625,13.45845833,14.19720833,1.136458333,123.5325,13.2403,2024,6
Lipa City,49.1625,356.7485,0.26425,11.50745833,37.59720833,6.922083333,10.41125,12.71733333,3.01775,121.1667,13.95,2024,6
Lucena,51.82916667,496.2016667,0.501958333,5.690375,18.11225,1.079708333,13.24279167,14.49979167,5.499416667,122.5967,10.8794,2024,6
Maasin,50.43333333,496.2016667,0.501958333,5.690375,18.11225,1.079708333,13.24279167,14.49979167,5.499416667,122.4347,10.8925,2024,6
Mabalacat City,48.875,602.776625,0.561666667,10.066375,29.95116667,2.7395,23.38491667,25.83458333,6.79475,120.5736,15.2216,2024,6
Makati City,50.40833333,1821.554042,19.98879167,42.91670833,23.80795833,35.11345833,70.98408333,88.03754167,12.516875,121.0327,14.5503,2024,6
Malabon,53.55416667,326.7911667,0.066958333,3.750166667,38.64583333,3.009166667,8.861791667,10.33491667,0.32575,119.9379,15.6361,2024,6
Malaybalay,52.62916667,393.0824583,0.125166667,6.257958333,13.17695833,0.855291667,8.3765,9.751083333,6.255333333,125.0833,8.15,2024,6
Malolos,48.93333333,1051.857375,2.537875,22.41045833,37.17966667,8.5885,49.457375,60.714375,9.292333333,120.8117,14.8419,2024,6
Mandaluyong City,49.25416667,1821.554042,19.98879167,42.91670833,23.80795833,35.11345833,70.98408333,88.03754167,12.516875,121.0409,14.5832,2024,6
Mandaue City,48.74583333,535.1361667,0.251791667,11.42366667,26.531,7.441583333,17.434125,21.66441667,10.130125,123.9333,10.3333,2024,6
Manila,51.3,1283.532833,4.003083333,33.731875,45.05083333,17.26520833,61.218,77.619875,11.33154167,120.9822,14.6042,2024,6
Marawi,51.55,604.0698333,0.434375,12.17041667,20.4645,2.22125,19.25629167,21.68404167,21.87845833,124.2928,7.9986,2024,6
Mati,50.9,272.9959167,0.04275,1.911208333,28.91783333,0.762208333,1.906125,2.142083333,0.350708333,125.4708,9.7339,2024,6
Meycauayan,43.83333333,1283.532833,4.003083333,33.731875,45.05083333,17.26520833,61.218,77.619875,11.33154167,120.9608,14.7369,2024,6
Mu?z,47.80833333,632.45575,1.162,8.643541667,23.165375,1.608833333,20.037375,22.818375,4.648833333,120.9031,15.7161,2024,6
Naga,48.69583333,341.3319167,0.057416667,3.068083333,20.96695833,8.8095,16.6845,17.67170833,2.014083333,123.1814,13.6192,2024,6
Navotas,50.8125,1283.532833,4.003083333,33.731875,45.05083333,17.26520833,61.218,77.619875,11.33154167,120.95,14.6667,2024,6
Olongapo,52.21666667,421.7530833,0.098333333,4.5035,31.45029167,1.536833333,15.56891667,17.35983333,1.509375,120.2828,14.8292,2024,6
Ormoc,50.81666667,410.8770417,0.194791667,7.980166667,19.237125,2.563583333,9.776333333,11.412125,6.269458333,124.6075,11.0064,2024,6
Oroquieta,50.45,318.1613333,0.023291667,1.649916667,24.77020833,0.34175,3.16,3.570541667,2.083708333,123.8044,8.4858,2024,6
Ozamiz City,48.5625,360.0168333,0.13575,5.024541667,15.65291667,1.030541667,4.977541667,5.869166667,4.402875,123.8333,8.15,2024,6
Pagadian,53.875,413.5892083,0.358208333,6.300125,13.044375,1.185708333,7.886,8.877041667,8.022416667,123.437,7.8257,2024,6
Palayan City,53.18333333,815.370375,2.155166667,14.95120833,21.20625,3.550541667,26.73170833,29.63075,12.52741667,121.0833,15.55,2024,6
Panabo,53.39166667,505.7841667,0.258166667,11.561375,20.89845833,2.887166667,11.62783333,13.33545833,4.840708333,125.6842,7.3081,2024,6
Paranaque City,51.8625,1821.554042,19.98879167,42.91670833,23.80795833,35.11345833,70.98408333,88.03754167,12.516875,121.0175,14.4816,2024,6
Pasig,47.425,1821.554042,19.98879167,42.91670833,23.80795833,35.11345833,70.98408333,88.03754167,12.516875,121.065,14.587,2024,6
Puerto Princesa City,45.77083333,282.648,0.029625,1.919041667,16.843875,0.600833333,1.781541667,2.016541667,0.85425,118.7333,9.7333,2024,6
Quezon City,47.05416667,1585.942958,12.46895833,32.8825,29.063625,24.86333333,67.33429167,87.320875,10.87858333,121.0333,14.6333,2024,6
Roxas,46.20416667,427.990875,0.189541667,4.2295,20.62733333,0.589416667,9.852416667,11.12966667,4.78175,121.6201,17.1189,2024,6
Sagay,49.675,319.1556667,0.036333333,1.95825,39.12804167,0.742291667,6.252291667,7.3125,0.881125,123.4242,10.9447,2024,6
Samal,51.90833333,587.8257917,1.039833333,11.3865,32.80208333,3.8735,22.84995833,26.65675,4.553916667,120.5431,14.7678,2024,6
San Carlos,52.43333333,697.036,1.083833333,10.374875,25.20154167,1.996458333,23.834125,26.268125,3.484291667,120.8931,15.5448,2024,6
San Fernando,53.7875,407.16375,0.050291667,3.020208333,55.74533333,1.76825,13.93658333,15.61283333,0.805458333,120.3166,16.6159,2024,6
San Jose,51.81666667,388.7153333,0.087958333,2.891166667,23.91683333,0.417666667,8.541291667,9.498708333,3.07,121.8712,17.8927,2024,6
San Jose del Monte,49.80416667,803.6527083,1.687791667,15.74329167,32.86025,7.918208333,38.39233333,51.17166667,7.507083333,121.0453,14.8139,2024,6
San Juan,48.22083333,385.6910417,0.018541667,2.144041667,45.95254167,0.625833333,11.64545833,12.24783333,2.128375,120.4583,17.7422,2024,6
San Pablo,49.1375,895.8267917,1.986,19.84929167,39.211375,7.60575,36.94033333,46.04416667,10.39208333,120.6197,14.9696,2024,6
San Pedro,51.3,488.1762917,0.299208333,5.671083333,24.97133333,0.815041667,11.88795833,13.52241667,8.084541667,121.8833,17.2,2024,6
Santa Rosa,50.75833333,697.036,1.083833333,10.374875,25.20154167,1.996458333,23.834125,26.268125,3.484291667,120.9378,15.4238,2024,6
Santiago,47.94166667,366.3727917,0.023541667,1.623833333,52.64166667,0.83675,10.99516667,11.54091667,1.072791667,120.4449,17.2939,2024,6
Santo Tomas,50.18333333,418.8258333,0.119666667,4.261625,23.00379167,0.624833333,9.035041667,10.17533333,3.813333333,121.7645,17.3997,2024,6
Silay City,50.98333333,326.9859583,0.085041667,3.531458333,31.04945833,1.40825,4.572208333,6.072833333,1.136791667,122.9667,10.8,2024,6
Sipalay,51.16666667,357.0750833,0.079333333,3.683833333,24.44875,0.904875,5.1045,5.498208333,3.1525,122.4042,9.7519,2024,6
Surigao City,51.9625,272.9959167,0.04275,1.911208333,28.91783333,0.762208333,1.906125,2.142083333,0.350708333,125.5,9.75,2024,6
Tabaco,51.67083333,359.6900417,0.093,5.57075,23.33170833,16.44591667,13.84808333,15.71516667,5.1305,123.7336,13.3586,2024,6
Tabuk,45.2,314.2738333,0.035,1.691666667,17.97320833,0.356541667,4.648708333,5.11625,2.155875,121.4443,17.4189,2024,6
Tacloban City,50.93333333,275.56175,0.047083333,2.665083333,17.91725,0.661458333,3.396041667,4.167791667,1.498125,125,11.25,2024,6
Tacurong,47.9625,552.9449167,0.361416667,6.312708333,18.02825,0.770333333,13.292875,14.60820833,6.537,124.6764,6.6925,2024,6
Tagaytay City,51.33333333,554.099375,0.977958333,15.7355,25.80104167,6.316333333,18.06491667,23.17979167,5.360333333,120.9337,14.1059,2024,6
Taguig,49.86666667,1821.554042,19.98879167,42.91670833,23.80795833,35.11345833,70.98408333,88.03754167,12.516875,121.0792,14.5243,2024,6
Talisay,52.81666667,290.4570417,0.043916667,2.354708333,21.228,2.05775,10.07954167,10.69158333,1.083791667,122.9226,14.1343,2024,6
Tanauan,50.7375,663.1782083,1.597,18.38591667,25.42366667,7.99375,20.06008333,27.16533333,6.035583333,121.1498,14.0863,2024,6
Tandag,48.97083333,269.4352917,0.018041667,1.365625,15.09475,0.370041667,3.054541667,3.635041667,1.808541667,126.1986,9.0783,2024,6
Tangub,52.17083333,326.9859583,0.085041667,3.531458333,31.04945833,1.40825,4.572208333,6.072833333,1.136791667,122.9306,10.6339,2024,6
Tanjay,51.82916667,340.31625,0.097583333,3.007833333,16.9075,0.608,6.546041667,7.607458333,5.640458333,123.1583,9.5153,2024,6
Tarlac City,51.7,630.8073333,0.747458333,10.56225,29.57325,2.420083333,23.88941667,26.8825,5.640333333,120.5986,15.4889,2024,6
Tayabas,50.15416667,515.9785417,0.452041667,12.54975,27.77016667,5.362458333,21.10954167,28.7795,3.663041667,121.5911,14.0289,2024,6
Toledo City,49.29583333,369.38375,0.060916667,5.309916667,38.48329167,3.65075,10.021125,13.968625,5.059083333,123.6333,10.3833,2024,6
Tuguegarao,51.72916667,428.8880833,0.122458333,3.755333333,23.14770833,0.621125,9.517208333,10.7285,4.842458333,121.7269,17.6131,2024,6
Urdaneta,48.52916667,673.1774583,0.866583333,12.97195833,31.23695833,3.712291667,23.01220833,25.46083333,5.155458333,120.5711,15.9761,2024,6
Valencia,48.65833333,387.414625,0.101416667,6.971416667,28.66979167,4.043041667,9.299166667,10.15795833,2.57125,124.5725,11.1089,2024,6
Valenzuela,51.80833333,1283.532833,4.003083333,33.731875,45.05083333,17.26520833,61.218,77.619875,11.33154167,120.9667,14.7,2024,6
Victorias,52.425,322.6326667,0.053083333,2.595375,33.30520833,1.207458333,4.961541667,6.159583333,0.97325,123.0778,10.9,2024,6
Vigan,51.73333333,356.4145417,0.028875,1.718625,56.96841667,0.86875,11.01,11.85370833,0.647125,120.3869,17.5747,2024,6
Zamboanga City,52.95,408.5481667,0.898666667,10.04925,16.1175,2.794,4.705875,5.266833333,5.35025,122.0696,6.9135,2024,6
Alaminos,48.5502008,372.3393574,0.127751004,6.554578313,37.19562249,3.697550201,12.13417671,13.38779116,3.011967871,119.9811,16.1561,2024,7
Angeles City,50.90763052,532.1011245,0.303493976,10.09742972,25.12108434,3.688232932,18.89116466,21.36859438,6.87939759,120.5833,15.15,2024,7
Antipolo,50.01612903,478.7879839,0.826733871,7.540241935,18.27120968,1.504556452,11.46076613,13.16600806,4.560201613,121.19,15.6181,2024,7
Bacolod,52.02409639,279.6034538,0.03751004,2.03815261,22.70429719,1.049156627,5.181365462,5.605421687,1.93815261,123.5085,12.2285,2024,7
Bacoor,51.42971888,697.9221687,2.408594378,23.15293173,31.80297189,13.52859438,26.1539759,36.49598394,3.674497992,120.929,14.459,2024,7
Bago City,50.8875502,328.9339357,0.084658635,3.525702811,32.67746988,1.068032129,4.877228916,6.299036145,2.40751004,122.8333,10.5333,2024,7
Baguio,52.57831325,356.6826506,0.106064257,4.457911647,30.08405622,1.902008032,10.01277108,11.26843373,2.278875502,120.5931,16.4164,2024,7
Bais,49.25702811,325.5158635,0.096506024,2.789759036,19.01104418,0.563895582,6.323333333,7.3537751,5.661726908,123.1228,9.5911,2024,7
Balanga,52.25806452,494.5963306,0.460524194,10.90233871,27.72891129,3.40608871,17.46241935,20.54205645,3.179556452,120.5361,14.6761,2024,7
Batac City,52.19277108,276.0646586,0.019076305,1.279156627,49.7935743,0.349598394,7.693373494,7.994096386,0.623293173,120.5649,18.0554,2024,7
Batangas City,47.96787149,413.0909639,1.877188755,18.64610442,19.64405622,10.4284739,11.31253012,13.00987952,6.648353414,121.05,13.75,2024,7
Bayawan,51.13253012,295.206988,0.047991968,2.203815261,23.14236948,0.416184739,3.810682731,4.249196787,2.679598394,122.8011,9.3636,2024,7
Baybay,51.20481928,239.7566667,0.02497992,0.989759036,30.17582329,13.21465863,8.127188755,8.444899598,0.115220884,123.7135,13.4083,2024,7
Bayugan,48.72289157,295.5890361,0.085060241,2.41811245,16.28301205,0.602449799,4.535903614,5.145582329,1.061526104,125.7675,8.7561,2024,7
Bi?n,48.06425703,912.36249,11.91614458,21.40514056,17.89907631,17.05136546,27.32606426,33.60313253,6.267429719,121.0807,14.3427,2024,7
Bislig,52.70281124,421.7974297,0.151124498,8.250562249,26.47341365,1.504779116,8.531767068,9.459477912,2.361445783,125.0336,11.0725,2024,7
Bogo,50.29718876,288.376988,0.037590361,3.227228916,33.76598394,1.332008032,4.319799197,4.775461847,1.147991968,124.0055,11.0517,2024,7
Borongan,51.71084337,225.6948193,0.067871486,1.76060241,17.89771084,0.496746988,2.146546185,2.453493976,0.426184739,125.4319,11.6081,2024,7
Butuan,51.19277108,301.8691566,0.047148594,2.02064257,24.96008032,0.416827309,3.879598394,4.255943775,1.00124498,125.5436,8.9492,2024,7
Cabadbaran,51.5060241,291.902249,0.031726908,1.521686747,28.59586345,0.309196787,3.121004016,3.37,0.518514056,125.5344,9.1236,2024,7
Cabanatuan City,49.46184739,619.7233333,1.195863454,9.857389558,21.88907631,1.884257028,18.75742972,21.16461847,3.113574297,120.9667,15.4833,2024,7
Cabuyao,47.99598394,912.36249,11.91614458,21.40514056,17.89907631,17.05136546,27.32606426,33.60313253,6.267429719,121.1262,14.2726,2024,7
Cadiz,50.73092369,314.2820884,0.042891566,2.359116466,34.18212851,0.958032129,4.672730924,5.41746988,1.18188755,123.2856,10.9506,2024,7
Cagayan de Oro,52.61445783,410.4636948,0.116064257,5.686144578,37.57253012,2.036626506,8.613574297,9.87875502,3.809317269,124.6472,8.4822,2024,7
Calaca,48.80321285,341.3202008,0.435863454,9.924497992,23.19879518,5.856907631,9.240080321,11.23365462,2.790321285,120.8133,13.9324,2024,7
Calamba,48.84738956,912.36249,11.91614458,21.40514056,17.89907631,17.05136546,27.32606426,33.60313253,6.267429719,121.1653,14.2117,2024,7
Calapan,49.93172691,277.6525703,0.256305221,8.080963855,34.99883534,4.807991968,5.533413655,6.51248996,0.303012048,121.1803,13.4117,2024,7
Calbayog City,47.19277108,265.9568675,0.038433735,1.732088353,18.7911245,6.564939759,8.259759036,8.763935743,0.854257028,124.6,12.0667,2024,7
Caloocan City,50.95582329,980.1785141,5.526666667,26.65863454,30.04248996,13.30373494,39.08718876,51.67,9.491044177,120.9667,14.65,2024,7
Candon,53.33333333,299.2551807,0.033534137,1.813534137,47.94060241,0.73248996,8.808353414,9.205702811,1.049477912,120.4517,17.1947,2024,7
Canlaon,48.18875502,421.9786345,0.235943775,6.482208835,20.02799197,1.125381526,9.767590361,10.69,5.753975904,123.1964,10.3864,2024,7
Carcar,50.72690763,314.1616064,0.048393574,4.048835341,28.75670683,2.506104418,6.208795181,8.989879518,4.685702811,123.6402,10.1061,2024,7
Carmona,49.64658635,912.36249,11.91614458,21.40514056,17.89907631,17.05136546,27.32606426,33.60313253,6.267429719,121.0576,14.3132,2024,7
Catbalogan,51.34538153,274.2618876,0.029558233,1.782570281,27.15883534,1.163012048,3.702369478,4.074056225,0.960080321,124.8861,11.7753,2024,7
Cauayan,50.29317269,403.2583534,0.408674699,5.767710843,19.00570281,0.948915663,9.105180723,10.83248996,12.76333333,121.7725,16.9347,2024,7
Cavite City,46.48995984,697.9221687,2.408594378,23.15293173,31.80297189,13.52859438,26.1539759,36.49598394,3.674497992,120.9169,14.4825,2024,7
Cebu City,47.95983936,479.0840562,0.408514056,10.04261044,24.14586345,6.203373494,14.18526104,18.27951807,9.147871486,123.8907,10.3167,2024,7
City of Marikina,48.09236948,1323.213936,18.14686747,25.16337349,19.57084337,24.04044177,47.33578313,62.9984739,11.46562249,121.1,14.6333,2024,7
City of Masbate,49.93975904,279.6034538,0.03751004,2.03815261,22.70429719,1.049156627,5.181365462,5.605421687,1.93815261,123.5833,12.3333,2024,7
City of Passi,50.80722892,588.0939357,0.82497992,7.775903614,17.94566265,1.522168675,16.897751,18.79582329,6.824297189,122.65,11.15,2024,7
City of Sorsogon,51.24899598,296.0649799,0.042690763,3.061164659,20.94285141,5.633534137,7.77064257,8.491445783,2.773815261,123.9833,12.9833,2024,7
Cotabato,49.12048193,339.5638554,0.074819277,2.560160643,19.4251004,0.360401606,5.570522088,6.51,2.396425703,124.2464,7.2236,2024,7
Dagupan,49.46184739,277.8540964,0.098795181,2.089116466,18.03084337,0.370401606,4.333574297,4.746425703,2.138473896,121.5047,17.7061,2024,7
Danao,51.37751004,400.3226506,0.41751004,8.005301205,28.96963855,3.861004016,10.96200803,12.40381526,3.129959839,124.0272,10.5208,2024,7
Dapitan,50.53815261,479.0840562,0.408514056,10.04261044,24.14586345,6.203373494,14.18526104,18.27951807,9.147871486,123.9469,10.2706,2024,7
Dasmari?s,49.17670683,600.6683936,2.745220884,16.8848996,25.63196787,8.309236948,18.07473896,22.65140562,2.814257028,120.9367,14.3294,2024,7
Davao,52.67871486,636.9557028,0.713012048,18.7388755,34.0202008,5.778995984,13.69220884,15.74108434,6.676345382,125.6128,7.0731,2024,7
Digos,52.42168675,350.7304819,0.11188755,3.156506024,21.99710843,0.475261044,5.965060241,6.86060241,1.972208835,125.3572,6.7497,2024,7
Dipolog,49.51807229,266.9084337,0.020722892,0.716506024,28.45012048,0.243413655,1.749839357,2.244497992,0.498714859,123.3414,8.5894,2024,7
Dumaguete,50.81927711,304.2555422,0.118313253,3.414297189,21.24518072,1.604538153,4.666385542,5.288393574,3.28811245,123.3081,9.3103,2024,7
El Salvador,53.69879518,307.498755,0.035702811,2.291124498,35.01634538,1.072208835,4.57064257,5.031164659,1.675783133,124.5225,8.5631,2024,7
Escalante,47.74297189,319.3358233,0.03248996,2.03188755,36.49148594,0.670160643,5.251686747,6.329598394,1.022248996,123.4992,10.8403,2024,7
Gapan,48.85542169,680.7765462,1.588915663,10.78321285,21.95409639,2.354578313,21.89297189,26.12851406,4.567710843,120.9464,15.3072,2024,7
General Santos,48.92369478,397.2058635,0.164538153,3.565381526,16.19730924,0.598995984,8.392851406,9.401044177,2.796465863,125.1717,6.1128,2024,7
General Trias,49.98393574,600.6683936,2.745220884,16.8848996,25.63196787,8.309236948,18.07473896,22.65140562,2.814257028,120.8817,14.3869,2024,7
Gingoog City,48.90763052,289.9853815,0.018313253,1.187269076,37.30590361,0.342610442,3.099076305,3.338273092,0.786546185,125.1167,8.8333,2024,7
Himamaylan,48.95180723,382.1788353,0.109236948,4.539558233,28.31618474,0.814016064,7.90248996,9.108835341,4.511726908,122.8706,10.0989,2024,7
Ilagan,52.41767068,465.3504418,0.608514056,6.079076305,22.4984739,0.803654618,11.08353414,12.44240964,7.260803213,121.8892,17.1485,2024,7
Iligan City,50.8313253,310.7833735,0.071405622,3.256425703,35.45421687,2.327630522,4.641646586,5.386425703,0.995582329,124.4,8.25,2024,7
Iloilo City,50.22088353,446.2278715,0.476907631,5.52497992,20.85590361,1.163935743,9.819277108,11.02405622,5.807831325,122.55,10.75,2024,7
Imus,52.20883534,697.9221687,2.408594378,23.15293173,31.80297189,13.52859438,26.1539759,36.49598394,3.674497992,120.9367,14.4297,2024,7
Iriga City,49.48594378,361.7094378,0.12313253,4.591767068,18.47710843,12.79305221,15.49084337,16.85108434,4.860321285,123.4167,13.4167,2024,7
Isabela,51.1686747,330.8104418,0.075662651,2.943253012,32.16493976,0.707670683,5.234618474,6.144738956,2.671084337,122.9888,10.2048,2024,7
Kabankalan,48.78714859,419.2439357,0.289558233,6.054819277,21.13465863,1.09746988,9.62064257,10.70678715,6.425180723,122.8122,9.9889,2024,7
Kidapawan,48.27710843,595.8959438,0.363413655,11.45100402,25.92228916,2.080883534,17.94590361,20.29779116,15.93461847,125.0894,7.0083,2024,7
Koronadal,51.6746988,551.5247791,0.319598394,7.570843373,21.33309237,1.220160643,14.452249,16.66783133,9.364417671,124.8469,6.5031,2024,7
La Carlota,47.94779116,328.9339357,0.084658635,3.525702811,32.67746988,1.068032129,4.877228916,6.299036145,2.40751004,122.9208,10.4233,2024,7
Lamitan,53.87550201,279.0336546,0.089718876,3.628313253,17,0.693855422,3.825783133,4.471004016,3.078995984,125.7022,6.0872,2024,7
Laoag,49.10843373,276.0646586,0.019076305,1.279156627,49.7935743,0.349598394,7.693373494,7.994096386,0.623293173,120.5936,18.1989,2024,7
Lapu-Lapu City,53.71485944,479.0840562,0.408514056,10.04261044,24.14586345,6.203373494,14.18526104,18.27951807,9.147871486,123.9494,10.3103,2024,7
Las Pi?s,51.97590361,697.9221687,2.408594378,23.15293173,31.80297189,13.52859438,26.1539759,36.49598394,3.674497992,120.9828,14.4506,2024,7
Legazpi City,48.21686747,329.0619277,0.134337349,3.694939759,17.96907631,8.825702811,11.57261044,12.49176707,1.808393574,123.7333,13.1333,2024,7
Ligao,47.90361446,304.2751406,0.048433735,2.506465863,21.88325301,10.9813253,11.84630522,12.50586345,0.973614458,123.5325,13.2403,2024,7
Lipa City,49.6184739,318.002249,0.251566265,10.64084337,27.78939759,5.429036145,7.977188755,10.20550201,2.947068273,121.1667,13.95,2024,7
Lucena,51.7751004,469.8075904,0.686787149,5.102168675,15.71257028,0.933935743,11.89903614,13.19092369,5.101204819,122.5967,10.8794,2024,7
Maasin,52.17670683,469.8075904,0.686787149,5.102168675,15.71257028,0.933935743,11.89903614,13.19092369,5.101204819,122.4347,10.8925,2024,7
Mabalacat City,50.2248996,466.6507229,0.30497992,7.53184739,25.56160643,1.948955823,14.11875502,15.85831325,4.275140562,120.5736,15.2216,2024,7
Makati City,47.6064257,1558.593333,27.97718876,28.8039759,13.98654618,29.2524498,52.64562249,67.0746988,9.969156627,121.0327,14.5503,2024,7
Malabon,48.78714859,292.5126908,0.032128514,4.044337349,44.02084337,3.234216867,8.709036145,10.30843373,0.22502008,119.9379,15.6361,2024,7
Malaybalay,49.29718876,367.2861446,0.141967871,5.087710843,14.87506024,0.765140562,8.324538153,9.779477912,5.814618474,125.0833,8.15,2024,7
Malolos,49.99598394,853.420241,2.942771084,20.33369478,24.07967871,7.723453815,30.56618474,39.69048193,10.82959839,120.8117,14.8419,2024,7
Mandaluyong City,51.42570281,1558.593333,27.97718876,28.8039759,13.98654618,29.2524498,52.64562249,67.0746988,9.969156627,121.0409,14.5832,2024,7
Mandaue City,49.07630522,479.0840562,0.408514056,10.04261044,24.14586345,6.203373494,14.18526104,18.27951807,9.147871486,123.9333,10.3333,2024,7
Manila,47.71084337,980.1785141,5.526666667,26.65863454,30.04248996,13.30373494,39.08718876,51.67,9.491044177,120.9822,14.6042,2024,7
Marawi,51.85542169,527.8917671,0.520562249,10.79485944,19.262249,1.850080321,15.91803213,18.1835743,19.01702811,124.2928,7.9986,2024,7
Mati,48.47389558,272.706988,0.029678715,1.551967871,32.65502008,0.478192771,2.042570281,2.155863454,0.381084337,125.4708,9.7339,2024,7
Meycauayan,45.28915663,980.1785141,5.526666667,26.65863454,30.04248996,13.30373494,39.08718876,51.67,9.491044177,120.9608,14.7369,2024,7
Mu?z,50.34538153,557.2422892,1.119718876,8.791124498,19.91518072,1.578674699,15.5911245,17.91064257,3.877831325,120.9031,15.7161,2024,7
Naga,48.91967871,299.8317269,0.056064257,2.4262249,21.06995984,6.480040161,11.28606426,12.06301205,1.660843373,123.1814,13.6192,2024,7
Navotas,49.62248996,980.1785141,5.526666667,26.65863454,30.04248996,13.30373494,39.08718876,51.67,9.491044177,120.95,14.6667,2024,7
Olongapo,49.30923695,365.4697992,0.07626506,4.693654618,29.63325301,1.403092369,11.53763052,13.09843373,1.013293173,120.2828,14.8292,2024,7
Ormoc,49.09236948,431.3691165,0.227228916,8.758995984,21.03995984,3.463815261,12.20558233,13.6402008,5.538594378,124.6075,11.0064,2024,7
Oroquieta,50.75903614,298.8130522,0.030401606,1.596385542,24.07425703,0.326064257,3.200441767,3.700963855,2.138915663,123.8044,8.4858,2024,7
Ozamiz City,51.51004016,358.8546185,0.204618474,5.078594378,17.36373494,1.044337349,6.138594378,7.32562249,4.392771084,123.8333,8.15,2024,7
Pagadian,52.25702811,412.6489558,0.277831325,6.954497992,14.43871486,1.283975904,8.951365462,10.36991968,8.362048193,123.437,7.8257,2024,7
Palayan City,52.67068273,707.0636948,2.584176707,13.40614458,17.34903614,3.216787149,19.52497992,22.18048193,10.76168675,121.0833,15.55,2024,7
Panabo,52.95983936,465.6656225,0.290401606,9.975582329,23.00417671,2.512931727,10.88502008,12.58951807,3.702048193,125.6842,7.3081,2024,7
Paranaque City,51.1686747,1558.593333,27.97718876,28.8039759,13.98654618,29.2524498,52.64562249,67.0746988,9.969156627,121.0175,14.4816,2024,7
Pasig,50.08433735,1558.593333,27.97718876,28.8039759,13.98654618,29.2524498,52.64562249,67.0746988,9.969156627,121.065,14.587,2024,7
Puerto Princesa City,49.08433735,260.193012,0.026586345,1.441566265,19.23767068,0.423975904,1.711686747,1.978955823,0.650401606,118.7333,9.7333,2024,7
Quezon City,52.31325301,1323.213936,18.14686747,25.16337349,19.57084337,24.04044177,47.33578313,62.9984739,11.46562249,121.0333,14.6333,2024,7
Roxas,51.82329317,374.1422892,0.230321285,4.258714859,18.61763052,0.599277108,8.158473896,9.43,4.758915663,121.6201,17.1189,2024,7
Sagay,48.32128514,319.3358233,0.03248996,2.03188755,36.49148594,0.670160643,5.251686747,6.329598394,1.022248996,123.4242,10.9447,2024,7
Samal,49.99196787,495.9344578,0.459518072,10.90674699,27.63783133,3.401405622,17.55883534,20.64650602,3.183815261,120.5431,14.7678,2024,7
San Carlos,50.06827309,619.7233333,1.195863454,9.857389558,21.88907631,1.884257028,18.75742972,21.16461847,3.113574297,120.8931,15.5448,2024,7
San Fernando,51.5060241,326.8769478,0.059598394,3.185381526,48.9048996,1.578835341,10.17140562,11.48554217,0.80188755,120.3166,16.6159,2024,7
San Jose,48.82730924,308.1691968,0.109919679,2.391726908,21.18714859,0.328714859,4.995100402,5.761726908,2.276666667,121.8712,17.8927,2024,7
San Jose del Monte,52.79518072,646.5067871,2.627791165,14.95329317,20.37967871,7.292610442,22.12562249,31.9,7.572248996,121.0453,14.8139,2024,7
San Juan,49.98795181,312.8746988,0.030200803,1.982409639,39.31409639,0.472369478,9.168514056,9.657429719,2.128473896,120.4583,17.7422,2024,7
San Pablo,49.54216867,754.4643373,2.010522088,17.83457831,28.60646586,6.546626506,25.5951004,33.15196787,10.54405622,120.6197,14.9696,2024,7
San Pedro,51.78313253,415.3299598,0.318433735,5.34373494,21.53445783,0.721967871,8.91935743,10.39493976,6.883413655,121.8833,17.2,2024,7
Santa Rosa,50.81526104,619.7233333,1.195863454,9.857389558,21.88907631,1.884257028,18.75742972,21.16461847,3.113574297,120.9378,15.4238,2024,7
Santiago,49.44176707,293.1890763,0.024738956,1.582168675,46.05092369,0.591004016,8.894618474,9.278875502,1.01188755,120.4449,17.2939,2024,7
